english;turkish;level;part_of_speech;;;;
successfully ;baþarýlý bir þekilde;B1 ;adverb;;;;
succession ;art arda gelen;C1 ;noun;;;;
successive ;peþ peþe, üst üste;C1 ;adjective;;;;
successor ;vâris, halef;C1 ;noun;;;;
such ;böyle (biri), böyle bir þey;A2 ;determiner;;;;
suck ;emmek, içine çekmek;C1 ;verb;;;;
sudden ;ani;B1 ;adjective;;;;
suddenly ;aniden, birdenbire;A2 ;adverb;;;;
sue ;dava etmek, mahkemeye vermek;C1 ;verb;;;;
suffer ;"katlanmak, çekmek; acý çekmek";B1 ;verb;;;;
suffering ;ýstýrap, acý;B2 ;noun;;;;
sufficient ;yeterli;B2 ;adjective;;;;
sufficiently ;yeterince;B2 ;adverb;;;;
sugar ;þeker;A1 ;noun;;;;
suggest ;"önermek, teklif etmek
tavsiye etmek ";A2 ;verb;;;;
suggestion ;teklif, öneri;A2 ;noun;;;;
suicide ;intihar;C1 ;noun;;;;
suit ;takým elbise, tayyör;A2 ;noun;;;;
suit ;"uymak, uygun olmak
yakýþmak ";B1 ;verb;;;;
suitable ;uygun, elveriþli;B1 ;adjective;;;;
suite ; (otel) suit, kral dairesi;C1 ;noun;;;;
sum ;"miktar, meblað
toplam ";B2 ;noun;;;;
sum ;özetlemek;B2 ;verb;;;;
summarize ;özetlemek;B1 ;verb;;;;
summary ;özet;B1 ;noun;;;;
summer ;yaz;A1 ;noun;;;;
summit ;zirve, doruk;C1 ;noun;;;;
sun ;güneþ;A1 ;noun;;;;
Sunday ;Pazar (günü);A1 ;noun;;;;
super ;harika, olaðanüstü;B2 ;adjective;;;;
superb ;þahane, fevkalade;C1 ;adjective;;;;
superior ;üstün;C1 ;adjective;;;;
supermarket ;süpermarket;A1 ;noun;;;;
supervise ;denetlemek, nezaret etmek;C1 ;verb;;;;
supervision ;denetim, nezaret;C1 ;noun;;;;
supervisor ;"denetleyici, âmir; danýþman";C1 ;noun;;;;
supplement ;ek, ilave;C1 ;noun;;;;
supplement ;eklemek, ilave etmek, tamamlamak;C1 ;verb;;;;
supply ;"donaným, tedarik; mevcut, stok";B1 ;noun;;;;
supply ;"saðlamak, temin etmek; ihtiyacý karþýlamak, tedarik etmek";B1 ;verb;;;;
support ;destek, yardým;A2 ;noun;;;;
support ;desteklemek;A2 ;verb;;;;
supporter ;taraftar;B1 ;noun;;;;
supportive ;destekleyici;C1 ;adjective;;;;
suppose ;"sanmak, düþünmek
varsaymak ";A2 ;verb;;;;
supposedly ;güya, sözde;C1 ;adverb;;;;
suppress ;bastýrmak, durdurmak;C1 ;verb;;;;
supreme ;"en üstün, yüce; en büyük, en önemli";C1 ;adjective;;;;
sure ;emin;A1 ;adjective;;;;
sure ;"emin
kesin, muhakkak ";A2 ;adverb;;;;
surely ;þüphesiz;B1 ;adverb;;;;
surface ;su yüzeyi;B1 ;noun;;;;
surge ;sökün, akýn;C1 ;noun;;;;
surge ;sökün etmek, akýn etmek;C1 ;verb;;;;
surgeon ;cerrah;B2 ;noun;;;;
surgery ;"ameliyat
muayehane ";B2 ;noun;;;;
surgical ;cerrahi, cerraha veya cerrahlýða ait;C1 ;adjective;;;;
surplus ;fazla, fazlalýk;C1 ;noun;;;;
surprise ;"sürpriz
þaþkýnlýk, hayret ";A2 ;noun;;;;
surprise ;þaþýrtmak, sürpriz olmak;A2 ;verb;;;;
surprised ;þaþýrmýþ;A2 ;adjective;;;;
surprising ;þaþýrtýcý;A2 ;adjective;;;;
surrender ;teslim olmak;C1 ;verb;;;;
surround ;çevrelemek, kuþatmak;B2 ;verb;;;;
surrounding ;çevre, civar;B2 ;adjective;;;;
surveillance ;gözaltý, nezaret;C1 ;noun;;;;
survey ;anket;A2 ;noun;;;;
survey ;"incelemek, göz gezdirmek
ölçüm, haritasýný çýkarma ";B2 ;verb;;;;
survival ;"hayatta kalma; kalýntý, -den kalma";B2 ;noun;;;;
survive ;hayatta kalmak, sað kalmak;B1 ;verb;;;;
survivor ;sað kalan, kurtulan;B2 ;noun;;;;
suspect ;zanlý;B2 ;noun;;;;
suspect ;þüphelenmek;B2 ;verb;;;;
suspend ;"asmak, sarkýtmak
dondurmak, askýya almak ";B2 ;verb;;;;
suspension ;" (iþ) uzaklaþtýrma, el çektirme
süspansiyon ";C1 ;noun;;;;
suspicion ;þüphe;C1 ;noun;;;;
suspicious ;"kuþkulu
þüpheli ";C1 ;adjective;;;;
sustain ;"devamýný saðlamak, ayakta tutmak
sürdürmek ";C1 ;verb;;;;
sustainable ;"çevre dostu
sürebilir, sürdürülebilir ";B2 ;adjective;;;;
swallow ;yutmak;B2 ;verb;;;;
swear ;"küfretmek
yemin etmek, ant içmek ";B2 ;verb;;;;
sweater ;kazak, süveter;A1 ;noun;;;;
sweep ;süpürmek;B2 ;verb;;;;
sweet ;tatlý;A2 ;adjective;;;;
sweet ;"þeker, þekerleme
tatlý ";A2 ;noun;;;;
swim ;"yüzmek; yüzerek geçmek";A1 ;verb;;;;
swim ;yüzme;B1 ;noun;;;;
swing ;"sallanma
salýncak ";C1 ;noun;;;;
swing ;"sallanmak; sallamak";C1 ;verb;;;;
switch ;"deðiþmek; deðiþtirmek
(elektrik) açmak, kapatmak ";B1 ;verb;;;;
switch ;elektrik düðmesi;B2 ;noun;;;;
sword ;kýlýç;C1 ;noun;;;;
symbol ;sembol, simge;A2 ;noun;;;;
symbolic ;sembolik, simgesel;C1 ;adjective;;;;
sympathetic ;anlayýþlý, halden anlar;B2 ;adjective;;;;
sympathy ;"anlayýþ, duygularýný paylaþma, merhamet
sempati ";B2 ;noun;;;;
symptom ;hastalýk belirtisi, semptom;B1 ;noun;;;;
syndrome ;sendrom;C1 ;noun;;;;
synthesis ;sentez, bireþim;C1 ;noun;;;;
system ;sistem, düzen;A2 ;noun;;;;
systematic ;sistematik, sistemli;C1 ;adjective;;;;
table ;"masa
tablo";A1 ;noun;;;;
tablet ;"hap, tablet
tablet bilgisayar ";A2 ;noun;;;;
tackle ;ele almak, hakkýndan gelmek, üstesinden gelmek;B2 ;verb;;;;
tackle ;"top kesme; yere düþürme";C1 ;noun;;;;
tactic ;taktik;C1 ;noun;;;;
tactical ;taktik;C1 ;adjective;;;;
tag ;etiket;B2 ;noun;;;;
tag ;etiketlemek;B2 ;verb;;;;
tail ;kuyruk;B1 ;noun;;;;
take ;"almak; götürmek";A1 ;verb;;;;
tale ;"masal, hikâye
söylenti ";B2 ;noun;;;;
talent ;yetenek;B1 ;noun;;;;
talented ;yetenekli;B1 ;adjective;;;;
talk ;konuþmak;A1 ;verb;;;;
talk ;konuþma, görüþme;A2 ;noun;;;;
tall ;uzun boylu, uzun;A1 ;adjective;;;;
tank ;"depo
tank ";B2 ;noun;;;;
tap ;"musluk
hafif vuruþ ";B2 ;noun;;;;
tap ;"týklatmak; hafifçe vurmak";B2 ;verb;;;;
tape ;"bant
kaset ";B1 ;noun;;;;
target ;hedef;A2 ;noun;;;;
target ;"hedeflemek
hedef tahtasý ";B2 ;verb;;;;
task ;görev, iþ;A2 ;noun;;;;
taste ;"tat, lezzet
tadýmlýk ";A2 ;noun;;;;
taste ;tatmak;A2 ;verb;;;;
tax ;vergi;B1 ;noun;;;;
tax ;vergi kesmek, vergilendirmek;B1 ;verb;;;;
taxi ;taksi;A1 ;noun;;;;
tea ;çay;A1 ;noun;;;;
teach ;"öðretmek; öðretmenlik yapmak";A1 ;verb;;;;
teacher ;öðretmen;A1 ;noun;;;;
teaching ;öðretmenlik, öðretim;A2 ;noun;;;;
team ;"takým
grup, takým ";A1 ;noun;;;;
tear ;gözyaþý;B2 ;noun;;;;
tear ;"yýrtmak; yýrtýlmak";B2 ;verb;;;;
technical ;teknik;B1 ;adjective;;;;
technique ;yöntem, teknik;B1 ;noun;;;;
technological ;teknolojik;B2 ;adjective;;;;
technology ;teknoloji;A2 ;noun;;;;
teenage ;13–19 yaþ arasý;A2 ;adjective;;;;
teenager ;13–19 yaþ arasý kimse;A1 ;noun;;;;
teens ;13–19 yaþ dönemi;B2 ;noun;;;;
telephone ;telefon;A1 ;noun;;;;
telephone ;telefon etmek;A1 ;verb;;;;
television ;televizyon cihazý;A1 ;noun;;;;
tell ;söylemek, anlatmak;A1 ;verb;;;;
temperature ;"derece, ýsý
vücut ýsýsý, ateþ ";A2 ;noun;;;;
temple ;tapýnak, mabet;B2 ;noun;;;;
temporarily ;geçici olarak;B2 ;adverb;;;;
temporary ;geçici;B2 ;adjective;;;;
tempt ;"özendirmek, cezbetmek; aklýný çelmek, tahrik etmek";C1 ;verb;;;;
ten ;on;A1 ;number;;;;
tenant ;kiracý;C1 ;noun;;;;
tend ;eðiliminde olmak, meyilli olmak;B1 ;verb;;;;
tendency ;eðilim, meyil;B2 ;noun;;;;
tender ;"þefkatli, sevgi dolu
yumuþak, iyi piþmiþ ";C1 ;adjective;;;;
tennis ;tenis;A1 ;noun;;;;
tension ; (kiþiler, ülkeler vb. arasýnda) gerginlik, gerilim;B2 ;noun;;;;
tent ;çadýr;B1 ;noun;;;;
tenure ;"imtiyaz; tasarruf hakký, intifa hakký; memuriyet süresi";C1 ;noun;;;;
term ;tabir, terim;A2 ;noun;;;;
term ;adlandýrmak;B2 ;verb;;;;
terminal ;terminal;B2 ;noun;;;;
terminal ;ölümcül;C1 ;adjective;;;;
terminate ;"bitmek, sona ermek; bitirmek, sona edirmek";C1 ;verb;;;;
terrain ;arazi;C1 ;noun;;;;
terrible ;berbat;A1 ;adjective;;;;
terribly ;"çok, son derece
çok kötü, berbat ";B2 ;adverb;;;;
terrific ;harika, müthiþ;C1 ;adjective;;;;
terrify ;ödünü patlatmak, dehþete düþürmek;B2 ;verb;;;;
territory ;toprak, bölge, ülke;B2 ;noun;;;;
terror ;"dehþet
terör ";B2 ;noun;;;;
terrorism ;terörizm, tedhiþ;B2 ;noun;;;;
terrorist ;terörist, tedhiþçi;B2 ;noun;;;;
test ;"test, yoklama
sýnav, deneme ";A1 ;noun;;;;
test ;"yoklama yapmak, sýnav yapmak
denemek, sýnamak ";A1 ;verb;;;;
testify ;tanýklýk etmek, ifade vermek;C1 ;verb;;;;
testimony ;"kanýt, delil
tanýklýk ";C1 ;noun;;;;
text ;metin;A1 ;noun;;;;
text ;kýsa mesaj göndermek;A2 ;verb;;;;
textbook ;ders kitabý;B2 ;noun;;;;
texture ;doku;C1 ;noun;;;;
than ;-den daha;A1 ;conjunction;;;;
than ;-den;A1 ;preposition;;;;
thank ;teþekkür etmek;A1 ;verb;;;;
thankfully ;ne mutlu ki, çok þükür ki;C1 ;adverb;;;;
thanks ;teþekkürler;A1 ;noun;;;;
that ;"*used after certain verbs, nouns and adjectives to introduce a new part of the sentence
 She told me that she was leaving (ayrýldýðýný).";A1 ;conjunction;;;;
that ;þu, o;A1 ;determiner;;;;
that ;þu, o;A1 ;pronoun;;;;
that ;o kadar;B1 ;adverb;;;;
the ;*The sözcüðü genellikle Türkçeye çevrilmez.;A1 ;definite article;;;;
theatre ;tiyatro;A1 ;noun;;;;
theatrical ;tiyatroyla ilgili, tiyatro, sahne;C1 ;adjective;;;;
theft ;hýrsýzlýk;B2 ;noun;;;;
their ;onlarýn;A1 ;determiner;;;;
theirs ;onlarýnki;B1 ;pronoun;;;;
them ;onlarý, onlara;A1 ;pronoun;;;;
theme ;"konu; tema";B1 ;noun;;;;
themselves ;kendi kendilerine, kendi kendilerini;A2 ;pronoun;;;;
then ;o zaman, o zamanlar;A1 ;adverb;;;;
theology ;ilâhiyat;C1 ;noun;;;;
theoretical ;teorik, kuramsal;C1 ;adjective;;;;
theory ;"teori
kuram ";B1 ;noun;;;;
therapist ;terapist, uzman;B2 ;noun;;;;
therapy ;tedavi, terapi;B2 ;noun;;;;
there ;var;A1 ;adverb;;;;
thereafter ;ondan sonra, o andan itibaren;C1 ;adverb;;;;
thereby ;böylelikle, öylelikle;C1 ;adverb;;;;
therefore ;o nedenle, bu yüzden;B1 ;adverb;;;;
thesis ;tez;B2 ;noun;;;;
they ;onlar;A1 ;pronoun;;;;
thick ;"kalýn
sýk, gür ";A2 ;adjective;;;;
thief ;hýrsýz;A2 ;noun;;;;
thin ;"ince
zayýf ";A2 ;adjective;;;;
thing ;þey;A1 ;noun;;;;
think ;sanmak, zannetmek, düþünmek;A1 ;verb;;;;
thinking ;düþünme, düþünüþ;A2 ;noun;;;;
third ;üçüncü;A1 ;ord. number;;;;
third ;üçte bir;A2 ;noun;;;;
thirsty ;susamýþ;A1 ;adjective;;;;
thirteen ;on üç;A1 ;number;;;;
thirty ;otuz;A1 ;number;;;;
this ;bu, bunlar;A1 ;determiner;;;;
this ;bu, bunlar;A1 ;pronoun;;;;
this ;böyle, bu kadar;B1 ;adverb;;;;
thorough ;tam, dikkatli, eksiksiz;B2 ;adjective;;;;
thoroughly ;tamamýyla, adamakýllý, tam anlamýyla;B2 ;adverb;;;;
though ;raðmen, karþýn;B1 ;adverb;;;;
though ;raðmen, karþýn;B1 ;conjunction;;;;
thought ;fikir, düþünce;A2 ;noun;;;;
thoughtful ;düþünceli;C1 ;adjective;;;;
thousand ;bin;A1 ;number;;;;
thread ;iplik;C1 ;noun;;;;
threat ;tehdit;B2 ;noun;;;;
threaten ;tehdit etmek, korkutmak;B2 ;verb;;;;
three ;üç;A1 ;number;;;;
threshold ;eþik, kapý eþiði;C1 ;noun;;;;
thrilled ;sevinçten havalara uçan;C1 ;adjective;;;;
thrive ;serpilmek, geliþmek;C1 ;verb;;;;
throat ;boðaz;B1 ;noun;;;;
through ;bir yandan öbür yana, bir uçtan diðer uca;A1 ;adverb;;;;
through ;"içinden, -den, arasýndan
boyunca ";A1 ;preposition;;;;
throughout ;"her tarafý, her tarafýnda
baþýndan sonuna dek ";B1 ;adverb;;;;
throughout ;her tarafý, her tarafýnda;B1 ;preposition;;;;
throw ;atmak;A2 ;verb;;;;
thumb ;baþparmak;B2 ;noun;;;;
Thursday ;Perþembe (günü);A1 ;noun;;;;
thus ;böyle, þöyle;B2 ;adverb;;;;
ticket ;"bilet
ceza makbuzu ";A1 ;noun;;;;
tide ;gelgit, akým, cereyan;C1 ;noun;;;;
tidy ;düzenli, derli toplu;A2 ;adjective;;;;
tidy ;"toparlanmak; toparlamak, çekidüzen vermek";A2 ;verb;;;;
tie ;"kravat
baðlantýlý, iliþkili ";A2 ;noun;;;;
tie ;"baðlamak, düðümlemek
berabere kalmak ";A2 ;verb;;;;
tight ;"sýký, sýmsýký
dar ";B1 ;adjective;;;;
tighten ;"sýkýþmak; sýkmak";C1 ;verb;;;;
till [until] ;-e kadar, deðin, dek;B1 ;conjunction;;;;
till [until] ;-e kadar;B1 ;preposition;;;;
timber ;"kereste
kalas ";C1 ;noun;;;;
time ;"zaman, vakit
saat ";A1 ;noun;;;;
time ;zamanlamak, ayarlamak;B2 ;verb;;;;
timely ;tam zamanýnda olan, tam vaktinde olan;C1 ;adjective;;;;
timing ;zamanlama;B2 ;noun;;;;
tin ;"kalay
teneke kutu, konserve ";B1 ;noun;;;;
tiny ;minik, ufacýk;B1 ;adjective;;;;
tip ;"uç
öðüt, ipucu ";A2 ;noun;;;;
tip ;"yana yatmak; eðmek, yana yatýrmak
bahþiþ vermek ";B1 ;verb;;;;
tired ;yorgun;A1 ;adjective;;;;
tissue ;doku;B2 ;noun;;;;
title ;"ad, baþlýk
unvan ";A1 ;noun;;;;
to ;…mek/…mak, -meyi, …mek/…mak için;A1 ;inf. marker;;;;
to ;-e, -e doðru;A1 ;preposition;;;;
tobacco ;tütün;C1 ;noun;;;;
today ;bugün;A1 ;adverb;;;;
today ;bugün;A1 ;noun;;;;
toe ;ayak parmaðý;B1 ;noun;;;;
together ;beraber, yan yana, birlikte;A1 ;adverb;;;;
toilet ;tuvalet;A1 ;noun;;;;
tolerance ;hoþgörü, tolerans;C1 ;noun;;;;
tolerate ;"hoþ görmek
dayanmak, tahammül etmek ";C1 ;verb;;;;
toll ;geçiþ ücreti;C1 ;noun;;;;
tomato ;domates;A1 ;noun;;;;
tomorrow ;yarýn;A1 ;adverb;;;;
tomorrow ;yarýn;A1 ;noun;;;;
ton ;ton;B2 ;noun;;;;
tone ; (ses ) ton;B2 ;noun;;;;
tongue ;dil;B1 ;noun;;;;
tonight ;bu gece;A1 ;adverb;;;;
tonight ;bu gece;A1 ;noun;;;;
tonne ;ton, 1 000 kilogram;B2 ;noun;;;;
too ;gereðinden fazla, çok, aþýrý;A1 ;adverb;;;;
tool ;âlet;A2 ;noun;;;;
tooth ;diþ;A1 ;noun;;;;
top ;üst düzey, azami, en üst;A2 ;adjective;;;;
top ;"en üst, tepe, baþ
kapak ";A2 ;noun;;;;
top ;üstüne çýkmak, aþmak;C1 ;verb;;;;
topic ;konu;A1 ;noun;;;;
torture ;iþkence;C1 ;noun;;;;
torture ;iþkence etmek;C1 ;verb;;;;
toss ;"fýrlatmak
baþýný arkaya atmak ";C1 ;verb;;;;
total ;"toplam; tam";B1 ;adjective;;;;
total ;toplam;B1 ;noun;;;;
total ;tutmak, -e varmak;C1 ;verb;;;;
totally ;tamamen;B1 ;adverb;;;;
touch ;"dokunmak; elini sürmek
duygulandýrmak ";A2 ;verb;;;;
touch ;dokunma duyusu;B1 ;noun;;;;
tough ;zor;B2 ;adjective;;;;
tour ;tur, gezi;A2 ;noun;;;;
tour ;tura çýkmak, geziye çýkmak;B1 ;verb;;;;
tourism ;turizm;A2 ;noun;;;;
tourist ;turist;A1 ;noun;;;;
tournament ;turnuva;B2 ;noun;;;;
towards ;"-e doðru
sularýnda, dolaylarýnda ";A2 ;preposition;;;;
towel ;havlu;A2 ;noun;;;;
tower ;kule;A2 ;noun;;;;
town ;kasaba;A1 ;noun;;;;
toxic ;zehirli;C1 ;adjective;;;;
toy ;oyuncak;A2 ;adjective;;;;
toy ;oyuncak;A2 ;noun;;;;
trace ;izini bulmak;B2 ;verb;;;;
trace ;kalýntý, iz, eser;C1 ;noun;;;;
track ;"patika, keçi yolu
iz ";A2 ;noun;;;;
track ;izini takip etmek;B2 ;verb;;;;
trade ;ticaret, iþ;B1 ;noun;;;;
trade ;ticaret yapmak;B1 ;verb;;;;
trademark ;ticari marka;C1 ;noun;;;;
trading ;"ticaret yapma; takas";B2 ;noun;;;;
tradition ;gelenek;A2 ;noun;;;;
traditional ;geleneksel;A2 ;adjective;;;;
traffic ;trafik;A1 ;noun;;;;
tragedy ;trajedi, acýklý olay;B2 ;noun;;;;
tragic ;feci, korkunç, trajik;B2 ;adjective;;;;
trail ;"iz
patika ";C1 ;noun;;;;
trail ;"peþinden sürüklenmek; peþinden sürüklemek
geriden takip etmek ";C1 ;verb;;;;
trailer ;"römork
fragman ";C1 ;noun;;;;
train ;tren;A1 ;noun;;;;
train ;eðitmek, yetiþtirmek;A2 ;verb;;;;
trainer ;"spor ayakkabýsý
antrenör ";A2 ;noun;;;;
training ;"eðitim
antrenman ";A2 ;noun;;;;
trait ;kiþisel özellik, karakter özelliði;B2 ;noun;;;;
transaction ;iþlem, iþ;C1 ;noun;;;;
transcript ;kopya, suret;C1 ;noun;;;;
transfer ;"nakil; tayin";B2 ;noun;;;;
transfer ;"nakil olmak, tayin olmak; nakletmek, tayin etmek, aktarmak";B2 ;verb;;;;
transform ;dönüþtürmek;B2 ;verb;;;;
transformation ;deðiþim, dönüþüm;C1 ;noun;;;;
transit ;"taþýma, nakliye
transit geçme ";C1 ;noun;;;;
transition ;geçiþ;B2 ;noun;;;;
translate ;çevirmek, tercüme etmek;B1 ;verb;;;;
translation ;çeviri, tercüme;B1 ;noun;;;;
transmission ;yayma, yayýnlama, iletme, bulaþtýrma;C1 ;noun;;;;
transmit ; (TV, radio vb.) yayýnlamak, iletmek;B2 ;verb;;;;
transparency ;"asetat kâðýdý
saydamlýk ";C1 ;noun;;;;
transparent ;þeffaf, saydam;C1 ;adjective;;;;
transport ;"taþýma, ulaþým
taþýt, ulaþým aracý ";A2 ;noun;;;;
transport ;taþýmak, nakletmek;B1 ;verb;;;;
trap ;tuzak, kapan;B2 ;noun;;;;
trap ;mahsur kalmak, kapana kýstýrmak;B2 ;verb;;;;
trauma ;travma, sarsýntý;C1 ;noun;;;;
travel ;seyahat, yolculuk;A1 ;noun;;;;
travel ;seyahat etmek, yolculuk yapmak;A1 ;verb;;;;
traveller ;yolcu;A2 ;noun;;;;
treasure ;hazine, define;B2 ;noun;;;;
treat ;"davranmak, muamele etmek
saymak, gözü ile bakmak ";B1 ;verb;;;;
treatment ;"tedavi
muamele, davranýþ ";B1 ;noun;;;;
treaty ;antlaþma;C1 ;noun;;;;
tree ;aðaç;A1 ;noun;;;;
tremendous ;muazzam, müthiþ;C1 ;adjective;;;;
trend ;eðilim, akým, yön;B1 ;noun;;;;
trial ;duruþma, yargýlama;B2 ;noun;;;;
tribal ;kabileye ait;C1 ;adjective;;;;
tribe ;kabile, aþiret;B2 ;noun;;;;
tribunal ;mahkeme heyeti;C1 ;noun;;;;
tribute ;"þükran; saygý";C1 ;noun;;;;
trick ;"muziplik; numara, oyun, hile
aldatýcý ";B1 ;noun;;;;
trick ;"kandýrmak; dolandýrmak";B1 ;verb;;;;
trigger ;harekete geçirmek, tahrik etmek, baþlatmak;B2 ;verb;;;;
trigger ;"tetik
tetikleyici ";C1 ;noun;;;;
trillion ;trilyon;B2 ;number;;;;
trio ;üçlü;C1 ;noun;;;;
trip ;gezi, yolculuk;A1 ;noun;;;;
trip ;tökezlemek;B2 ;verb;;;;
triumph ;zafer, galibiyet;C1 ;noun;;;;
troop ;askerler;B2 ;noun;;;;
trophy ;kupa, ödül;C1 ;noun;;;;
tropical ;"dönencel; tropikal";B2 ;adjective;;;;
trouble ;bela, sorun, sýkýntý;A2 ;noun;;;;
trouble ;"canýný sýkmak, üzmek
rahatsýz etmek ";B2 ;verb;;;;
trousers ;pantolon;A1 ;noun;;;;
truck ;yük vagonu;A2 ;noun;;;;
true ;gerçek, doðru;A1 ;adjective;;;;
truly ;"tam anlamýyla, gerçekten
samimiyetle ";B2 ;adverb;;;;
trust ;"güven; sorumluluk
emanet, vesayet ";B2 ;noun;;;;
trust ;güvenmek;B2 ;verb;;;;
trustee ;yediemin, vasi;C1 ;noun;;;;
truth ;gerçek, doðru;B1 ;noun;;;;
try ;"çaba göstermek, uðraþmak, çalýþmak
denemek ";A1 ;verb;;;;
try ;deneme, teþebbüs;B2 ;noun;;;;
T-shirt ;tiþört;A1 ;noun;;;;
tsunami ;tsunami;B2 ;noun;;;;
tube ;boru, deney tüpü;B1 ;noun;;;;
Tuesday ;Salý (günü);A1 ;noun;;;;
tuition ;ders, öðretim;C1 ;noun;;;;
tune ;melodi, ezgi;B2 ;noun;;;;
tunnel ;tünel;B2 ;noun;;;;
turn ;"döndürme, çevirme
dönüþ ";A1 ;noun;;;;
turn ;"dönmek; döndürmek, çevirmek
çevirmek ";A1 ;verb;;;;
turnout ;katýlýmcýlar, seyirciler;C1 ;noun;;;;
turnover ;"iþ hacmi, ciro
kadro deðiþimi ";C1 ;noun;;;;
TV [television] ;televizyon cihazý;A1 ;noun;;;;
twelve ;on iki;A1 ;number;;;;
twenty ;yirmi;A1 ;number;;;;
twice ;iki kere, iki kez;A1 ;adverb;;;;
twin ;ikiz;A2 ;noun;;;;
twist ;"burkma, bükme, döndürme, çevirme
kývrým ";C1 ;noun;;;;
twist ;"burkmak, bükmek; burkulmak, bükülmek";C1 ;verb;;;;
two ;iki;A1 ;number;;;;
type ;"çeþit, tür, tip
tip, cins ";A1 ;noun;;;;
type ; (bilg., daktilo) yazmak;B1 ;verb;;;;
typical ;tipik;A2 ;adjective;;;;
typically ;tipik olarak, genelde;B1 ;adverb;;;;
tyre ; (otomobil) lastik;B1 ;noun;;;;
ugly ;çirkin, iðrenç;B1 ;adjective;;;;
ultimate ;son, nihai, temel;B2 ;adjective;;;;
ultimately ;eninde sonunda;B2 ;adverb;;;;
umbrella ;þemsiye;A1 ;noun;;;;
unable ;aciz;B1 ;adjective;;;;
unacceptable ;kabul edilemez;B2 ;adjective;;;;
uncertainty ;belirsizlik, kararsýzlýk;B2 ;noun;;;;
uncle ;amca, dayý, eniþte;A1 ;noun;;;;
uncomfortable ;rahatsýz, rahat deðil;B1 ;adjective;;;;
unconscious ;baygýn, kendinde deðil;B2 ;adjective;;;;
under ;altýna, altýnda;A1 ;adverb;;;;
under ;altýna, altýnda;A1 ;preposition;;;;
undergo ;maruz kalmak, geçirmek, baþýndan geçmek;B2 ;verb;;;;
undergraduate ;üniversite öðrencisi;C1 ;noun;;;;
underground ;yeraltý;A2 ;adjective;;;;
underground ;yer altýnda, toprak altýnda;A2 ;adverb;;;;
underlying ;altýnda yatan, gerçek, belli baþlý;C1 ;adjective;;;;
undermine ;sarsmak;C1 ;verb;;;;
understand ;anlamak, kavramak;A1 ;verb;;;;
understanding ;"bilgi; anlayýþ, anlama, kavrama
anlaþma, uzlaþma ";A2 ;noun;;;;
undertake ;giriþmek, yürütmek;B2 ;verb;;;;
underwear ;iç çamaþýrý;B1 ;noun;;;;
undoubtedly ;hiç þüphesiz, þüphesiz ki;C1 ;adverb;;;;
unemployed ;iþsiz;B1 ;adjective;;;;
unemployment ;iþsiz sayýsý;B1 ;noun;;;;
unexpected ;beklenmedik, âni;B2 ;adjective;;;;
unfair ;"haksýz, eþitlik gözetmeyen, taraflý
adaletsiz ";B1 ;adjective;;;;
unfold ;"açýlmak; açmak";B2 ;verb;;;;
unfortunate ;þanssýz, bahtsýz;B2 ;adjective;;;;
unfortunately ;ne yazýk ki, maalesef;A2 ;adverb;;;;
unhappy ;mutsuz, üzgün;A2 ;adjective;;;;
uniform ;üniforma, forma;A2 ;noun;;;;
unify ;birleþtirmek;C1 ;verb;;;;
union ;"kulüp, dernek
birlik ";B1 ;noun;;;;
unique ;"tek, eþsiz
özgü ";B2 ;adjective;;;;
unit ;bölüm, ünite;A2 ;noun;;;;
unite ;birleþmek;B2 ;verb;;;;
united ;birleþik, birleþmiþ;A2 ;adjective;;;;
unity ;"birlik, bütünlük; uyum";B2 ;noun;;;;
universal ;"evrensel; genel";B2 ;adjective;;;;
universe ;evren;B2 ;noun;;;;
university ;üniversite;A1 ;noun;;;;
unknown ;bilinmeyen, bilinmedik;B2 ;adjective;;;;
unless ;-medikçe, -mezse;B1 ;conjunction;;;;
unlike ;-den farklý olarak, -in aksine;B1 ;preposition;;;;
unlikely ;olasý deðil, olasýlýðý zayýf;B1 ;adjective;;;;
unnecessary ;gereksiz;B1 ;adjective;;;;
unpleasant ;tatsýz, hoþa gitmeyen;B1 ;adjective;;;;
unprecedented ;eþi görülmemiþ, emsalsiz;C1 ;adjective;;;;
until ;-e kadar, deðin, dek;A1 ;conjunction;;;;
until ;-e kadar;A1 ;preposition;;;;
unusual ;"görülmedik, alýþýlmamýþ, sýra dýþý
ilginç, tuhaf ";A2 ;adjective;;;;
unveil ; (resim, heykel vb.) açmak, törenle açýlýþýný yapmak;C1 ;verb;;;;
up ;yukarý, yukarýya, yukarýda;A1 ;adverb;;;;
up ;yukarý, yukarýya, yukarýda;A1 ;preposition;;;;
update ;"modernleþtirme; güncelleþtirme";B1 ;noun;;;;
update ;"modernleþtirmek
güncelleþtirmek ";B1 ;verb;;;;
upgrade ;yükseltme;C1 ;noun;;;;
upgrade ;yükseltmek, iyileþtirmek;C1 ;verb;;;;
uphold ;arka çýkmak, desteklemek;C1 ;verb;;;;
upon [on] ;üstünde, üstüne;B1 ;preposition;;;;
upper ;üst;B2 ;adjective;;;;
upset ;üzüntülü, bozulmuþ;B1 ;adjective;;;;
upset ;üzmek, keyfini kaçýrmak;B1 ;verb;;;;
upstairs ;yukarý, yukarýya, yukarýda;A1 ;adverb;;;;
upstairs ;üst kattaki, üst kata ait;A2 ;adjective;;;;
